# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.045e-06 to 1.08254 h/Mpc,
# number of wavenumbers equal to 603
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:phi                    8:psi                
       3.353656987487e-01       5.847505738233e-03      -2.666249421016e+04      -2.679262000825e+04       5.957226558035e-03      -2.676462597681e+04       1.239709839638e-02       1.239709839638e-02 
       3.385795497209e-01       5.761259444673e-03      -2.677414288077e+04      -2.690595813778e+04       5.869361765507e-03      -2.687766952745e+04       1.221423621897e-02       1.221423621897e-02 
       3.417934012337e-01       5.676081420451e-03      -2.688031076738e+04      -2.701395870435e+04       5.782585273522e-03      -2.698535493205e+04       1.203363787168e-02       1.203363787168e-02 
       3.450072532720e-01       5.592471819748e-03      -2.698359478393e+04      -2.711910073621e+04       5.697406642511e-03      -2.709017872308e+04       1.185636526260e-02       1.185636526260e-02 
       3.482211058211e-01       5.510872819665e-03      -2.708648796462e+04      -2.722376446110e+04       5.614276364980e-03      -2.719453787596e+04       1.168335717001e-02       1.168335717001e-02 
       3.514349588670e-01       5.431653048890e-03      -2.719126999204e+04      -2.733013199151e+04       5.533570000659e-03      -2.730062895255e+04       1.151539613365e-02       1.151539613365e-02 
       3.546488123961e-01       5.355097559565e-03      -2.729991858390e+04      -2.744010676938e+04       5.455577959387e-03      -2.741036632332e+04       1.135308713555e-02       1.135308713555e-02 
       3.578626663954e-01       5.281391320841e-03      -2.741398296688e+04      -2.755519235113e+04       5.380488684653e-03      -2.752526016651e+04       1.119682258414e-02       1.119682258414e-02 
       3.610765208521e-01       5.210595808495e-03      -2.753441300985e+04      -2.767632378784e+04       5.308364804145e-03      -2.764624755030e+04       1.104673269686e-02       1.104673269686e-02 
       3.642903757543e-01       5.142629327521e-03      -2.766139659566e+04      -2.780370418935e+04       5.239123083755e-03      -2.777352916987e+04       1.090264382867e-02       1.090264382867e-02 
       3.675042310900e-01       5.077265914757e-03      -2.779428868229e+04      -2.793673023379e+04       5.172533310617e-03      -2.790649542807e+04       1.076407621758e-02       1.076407621758e-02 
       3.707180868481e-01       5.014162198769e-03      -2.793169625005e+04      -2.807407137220e+04       5.108245658240e-03      -2.804380650495e+04       1.063030101996e-02       1.063030101996e-02 
       3.739319430175e-01       4.952909307823e-03      -2.807172100961e+04      -2.821390530382e+04       5.045843569842e-03      -2.818362888250e+04       1.050045045798e-02       1.050045045798e-02 
       3.771457995877e-01       4.893095194410e-03      -2.821229217424e+04      -2.835424279782e+04       4.984907253661e-03      -2.832396130062e+04       1.037365004836e-02       1.037365004836e-02 
       3.803596565485e-01       4.834358151171e-03      -2.835148353064e+04      -2.849323687089e+04       4.925068204195e-03      -2.846294506467e+04       1.024913214337e-02       1.024913214337e-02 
       3.835735138900e-01       4.776417326643e-03      -2.848772412235e+04      -2.862938634510e+04       4.866040291414e-03      -2.859906864561e+04       1.012630068906e-02       1.012630068906e-02 
       3.867873716028e-01       4.719077294662e-03      -2.861986879012e+04      -2.876160063799e+04       4.807624416430e-03      -2.873123334040e+04       1.000474095079e-02       1.000474095079e-02 
       3.900012296776e-01       4.662215345404e-03      -2.874716393309e+04      -2.888916159734e+04       4.749695564251e-03      -2.885871572521e+04       9.884192582589e-03       9.884192582589e-03 
       3.932150881054e-01       4.605765458922e-03      -2.886918383485e+04      -2.901165798079e+04       4.692186476478e-03      -2.898110243991e+04       9.764515641327e-03       9.764515641327e-03 
       3.964289468777e-01       4.549709884908e-03      -2.898580479355e+04      -2.912895985288e+04       4.635079072718e-03      -2.909826455127e+04       9.645672709196e-03       9.645672709196e-03 
       3.996428059861e-01       4.494080437243e-03      -2.909723619244e+04      -2.924125185028e+04       4.578405768879e-03      -2.921039046908e+04       9.527731599390e-03       9.527731599390e-03 
       4.028566654226e-01       4.438962769791e-03      -2.920407134085e+04      -2.934908777077e+04       4.522253832534e-03      -2.931803993935e+04       9.410874373667e-03       9.410874373667e-03 
       4.060705251793e-01       4.384493292420e-03      -2.930729133746e+04      -2.945339923485e+04       4.466762240363e-03      -2.942215196130e+04       9.295390752153e-03       9.295390752153e-03 
       4.092843852486e-01       4.330842089621e-03      -2.940817175102e+04      -2.955540766270e+04       4.412104275524e-03      -2.952395597104e+04       9.181641847312e-03       9.181641847312e-03 
       4.124982456232e-01       4.278183429939e-03      -2.950809299979e+04      -2.965643991013e+04       4.358457483068e-03      -2.962478671869e+04       9.069997593872e-03       9.069997593872e-03 
       4.157121062961e-01       4.226663350467e-03      -2.960831184508e+04      -2.975770451663e+04       4.305970645654e-03      -2.972585984684e+04       8.960767986559e-03       8.960767986559e-03 
       4.189259672603e-01       4.176376380639e-03      -2.970977775584e+04      -2.986011195761e+04       4.254740070220e-03      -2.982809159426e+04       8.854153706386e-03       8.854153706386e-03 
       4.221398285091e-01       4.127359345312e-03      -2.981305843670e+04      -2.996420293832e+04       4.204803274622e-03      -2.993202668315e+04       8.750232970713e-03       8.750232970713e-03 
       4.253536900360e-01       4.079601798774e-03      -2.991838419077e+04      -3.007019425254e+04       4.156149617453e-03      -3.003788393297e+04       8.648983656058e-03       8.648983656058e-03 
       4.285675518349e-01       4.033064860288e-03      -3.002576251427e+04      -3.017809356228e+04       4.108739487201e-03      -3.014567097785e+04       8.550323244254e-03       8.550323244254e-03 
       4.317814138995e-01       3.987697403970e-03      -3.013508581757e+04      -3.028780606251e+04       4.062520796200e-03      -3.025529106332e+04       8.454143167446e-03       8.454143167446e-03 
       4.349952762240e-01       3.943441952108e-03      -3.024617141399e+04      -3.039917234642e+04       4.017434984896e-03      -3.036658122892e+04       8.360321327862e-03       8.360321327862e-03 
       4.382091388026e-01       3.900230118505e-03      -3.035872438906e+04      -3.051192835750e+04       3.973412380050e-03      -3.047927272315e+04       8.268712464267e-03       8.268712464267e-03 
       4.414230016298e-01       3.857974218388e-03      -3.047226722924e+04      -3.062563164377e+04       3.930363647597e-03      -3.059291780136e+04       8.179130390854e-03       8.179130390854e-03 
       4.446368647002e-01       3.816564084781e-03      -3.058610546407e+04      -3.073962352818e+04       3.888176549617e-03      -3.070685244410e+04       8.091341272582e-03       8.091341272582e-03 
       4.478507280084e-01       3.775874834538e-03      -3.069938003396e+04      -3.085307824167e+04       3.846723856400e-03      -3.082024597611e+04       8.005080111833e-03       8.005080111833e-03 
       4.510645915495e-01       3.735784543684e-03      -3.081120649093e+04      -3.096513939515e+04       3.805881353691e-03      -3.093223792019e+04       7.920088239221e-03       7.920088239221e-03 
       4.542784553184e-01       3.696194659127e-03      -3.092084896050e+04      -3.107509190493e+04       3.765548637565e-03      -3.104211018715e+04       7.836156599742e-03       7.836156599742e-03 
       4.574923193103e-01       3.657044061116e-03      -3.102785395954e+04      -3.118249456514e+04       3.725663440819e-03      -3.114941980189e+04       7.753155570733e-03       7.753155570733e-03 
       4.607061835205e-01       3.618310759490e-03      -3.113208707884e+04      -3.128721629932e+04       3.686203360998e-03      -3.125403521100e+04       7.671038554905e-03       7.671038554905e-03 
       4.639200479446e-01       3.580002301158e-03      -3.123367175593e+04      -3.138937530766e+04       3.647176087754e-03      -3.135607538995e+04       7.589821633729e-03       7.589821633729e-03 
       4.671339125779e-01       3.542140568531e-03      -3.133287108984e+04      -3.148922195738e+04       3.608603915834e-03      -3.145579260157e+04       7.509551324624e-03       7.509551324624e-03 
       4.703477774164e-01       3.504749686867e-03      -3.142998632116e+04      -3.158703893634e+04       3.570511425291e-03      -3.155347232007e+04       7.430278927273e-03       7.430278927273e-03 
       4.735616424557e-01       3.467852155059e-03      -3.152532124872e+04      -3.168310776126e+04       3.532921539456e-03      -3.164939942563e+04       7.352052304437e-03       7.352052304437e-03 
       4.767755076918e-01       3.431472839476e-03      -3.161921637751e+04      -3.177774522241e+04       3.495859593506e-03      -3.174389428324e+04       7.274924334606e-03       7.274924334606e-03 
       4.799893731207e-01       3.395645434195e-03      -3.171210920555e+04      -3.187136593912e+04       3.459359915747e-03      -3.183737492890e+04       7.198966595728e-03       7.198966595728e-03 
       4.832032387385e-01       3.360414583416e-03      -3.180455841423e+04      -3.196450856614e+04       3.423467989712e-03      -3.193038295646e+04       7.124273854673e-03       7.124273854673e-03 
       4.864171045416e-01       3.325829734787e-03      -3.189719051449e+04      -3.205778402176e+04       3.388234192041e-03      -3.202353151639e+04       7.050951027996e-03       7.050951027996e-03 
       4.896309705262e-01       3.291932185590e-03      -3.199057595965e+04      -3.215175263729e+04       3.353700595536e-03      -3.211738234091e+04       6.979085713909e-03       6.979085713909e-03 
       4.928448366888e-01       3.258741311430e-03      -3.208508775233e+04      -3.224678321793e+04       3.319886939424e-03      -3.221230477607e+04       6.908718994672e-03       6.908718994672e-03 
       4.960587030259e-01       3.226246726853e-03      -3.218080917773e+04      -3.234296066323e+04       3.286782642921e-03      -3.230838344682e+04       6.839828819254e-03       6.839828819254e-03 
       4.992725695341e-01       3.194410686762e-03      -3.227753948358e+04      -3.244009104885e+04       3.254349251796e-03      -3.240542342975e+04       6.772335101193e-03       6.772335101193e-03 
       5.024864362101e-01       3.163179215629e-03      -3.237489113961e+04      -3.253779788469e+04       3.222531776552e-03      -3.250304663787e+04       6.706123323065e-03       6.706123323065e-03 
       5.057003030508e-01       3.132496416948e-03      -3.247242892429e+04      -3.263565990812e+04       3.191273270520e-03      -3.260082977336e+04       6.641074884590e-03       6.641074884590e-03 
       5.089141700530e-01       3.102315162882e-03      -3.256978218846e+04      -3.273332187964e+04       3.160525720244e-03      -3.269841531779e+04       6.577089776016e-03       6.577089776016e-03 
       5.121280372136e-01       3.072600052020e-03      -3.266668314061e+04      -3.283053135868e+04       3.130253058847e-03      -3.279554853054e+04       6.514092857443e-03       6.514092857443e-03 
       5.153419045297e-01       3.043323220455e-03      -3.276293027062e+04      -3.292710071764e+04       3.100426898605e-03      -3.289203969205e+04       6.452024984191e-03       6.452024984191e-03 
       5.185557719984e-01       3.014457601505e-03      -3.285832038155e+04      -3.302283800319e+04       3.071019664235e-03      -3.298769516639e+04       6.390828720765e-03       6.390828720765e-03 
       5.217696396168e-01       2.985973158828e-03      -3.295260786172e+04      -3.311750538707e+04       3.042000755367e-03      -3.308227599138e+04       6.330440356809e-03       6.330440356809e-03 
       5.249835073822e-01       2.957839220545e-03      -3.304552896622e+04      -3.321084303936e+04       3.013338924472e-03      -3.317552180792e+04       6.270794856205e-03       6.270794856205e-03 
       5.281973752919e-01       2.930031823304e-03      -3.313688453038e+04      -3.330265185073e+04       2.985009758709e-03      -3.326723355658e+04       6.211841426247e-03       6.211841426247e-03 
       5.314112433432e-01       2.902541527623e-03      -3.322663388666e+04      -3.339288772063e+04       2.957003641891e-03      -3.335736768072e+04       6.153560084402e-03       6.153560084402e-03 
       5.346251115337e-01       2.875376670751e-03      -3.331494207358e+04      -3.348170941648e+04       2.929329068321e-03      -3.344608387103e+04       6.095968550496e-03       6.095968550496e-03 
       5.378389798608e-01       2.848559394105e-03      -3.340214472659e+04      -3.356944428658e+04       2.902008595610e-03      -3.353371066136e+04       6.039113818935e-03       6.039113818935e-03 
       5.410528483220e-01       2.822116022256e-03      -3.348864244007e+04      -3.365648352734e+04       2.875069043044e-03      -3.362064058673e+04       5.983051754996e-03       5.983051754996e-03 
       5.442667169150e-01       2.796066466978e-03      -3.357477534559e+04      -3.374315767120e+04       2.848530696734e-03      -3.370720556711e+04       5.927824624505e-03       5.927824624505e-03 
       5.474805856375e-01       2.770417848941e-03      -3.366074017897e+04      -3.382965450532e+04       2.822400811554e-03      -3.379359471852e+04       5.873447566586e-03       5.873447566586e-03 
       5.506944544871e-01       2.745165025151e-03      -3.374658713000e+04      -3.391601665680e+04       2.796674148445e-03      -3.387985182519e+04       5.819909709136e-03       5.819909709136e-03 
       5.539083234617e-01       2.720296834853e-03      -3.383228856528e+04      -3.400221088061e+04       2.771339337499e-03      -3.396594451974e+04       5.767187409805e-03       5.767187409805e-03 
       5.571221925591e-01       2.695803818222e-03      -3.391783184526e+04      -3.408822122346e+04       2.746386741497e-03      -3.405185736609e+04       5.715260620797e-03       5.715260620797e-03 
       5.603360617772e-01       2.671682680944e-03      -3.400327745682e+04      -3.417410725619e+04       2.721813004275e-03      -3.413765005925e+04       5.664122355374e-03       5.664122355374e-03 
       5.635499311139e-01       2.647935064188e-03      -3.408874769108e+04      -3.425999260735e+04       2.697619797638e-03      -3.422344598461e+04       5.613776081503e-03       5.613776081503e-03 
       5.667638005671e-01       2.624561737118e-03      -3.417435462560e+04      -3.434599259568e+04       2.673807904920e-03      -3.430935992576e+04       5.564223410984e-03       5.564223410984e-03 
       5.699776701350e-01       2.601556085400e-03      -3.426011379595e+04      -3.443212741282e+04       2.650370587336e-03      -3.439541134831e+04       5.515450296308e-03       5.515450296308e-03 
       5.731915398155e-01       2.578901097324e-03      -3.434589885022e+04      -3.451827622556e+04       2.627290513581e-03      -3.448147860101e+04       5.467420643275e-03       5.467420643275e-03 
       5.764054096068e-01       2.556571906390e-03      -3.443146854337e+04      -3.460420362186e+04       2.604542350164e-03      -3.456732543881e+04       5.420081704321e-03       5.420081704321e-03 
       5.796192795070e-01       2.534542595549e-03      -3.451655415423e+04      -3.468964652668e+04       2.582099693369e-03      -3.465268799070e+04       5.373378507107e-03       5.373378507107e-03 
       5.828331495144e-01       2.512793507568e-03      -3.460095995074e+04      -3.477441423594e+04       2.559942516824e-03      -3.473737483099e+04       5.327269355718e-03       5.327269355718e-03 
       5.860470196271e-01       2.491315082596e-03      -3.468462172338e+04      -3.485844659748e+04       2.538061081101e-03      -3.482132519766e+04       5.281733968264e-03       5.281733968264e-03 
       5.892608898434e-01       2.470106356747e-03      -3.476759338867e+04      -3.494180035035e+04       2.516454404130e-03      -3.490459537657e+04       5.236770294148e-03       5.236770294148e-03 
       5.924747601616e-01       2.449169376903e-03      -3.484997387593e+04      -3.502457585186e+04       2.495124571191e-03      -3.498728547470e+04       5.192382672310e-03       5.192382672310e-03 
       5.956886305802e-01       2.428503073503e-03      -3.493182097434e+04      -3.510683088931e+04       2.474070492718e-03      -3.506945326266e+04       5.148568839793e-03       5.148568839793e-03 
       5.989025010974e-01       2.408100258099e-03      -3.501310498183e+04      -3.518853443055e+04       2.453284845501e-03      -3.515106792314e+04       5.105313565021e-03       5.105313565021e-03 
       6.021163717117e-01       2.387949387498e-03      -3.509372972442e+04      -3.526958787409e+04       2.432755869906e-03      -3.523203125905e+04       5.062592386923e-03       5.062592386923e-03 
       6.053302424215e-01       2.368039820683e-03      -3.517360718944e+04      -3.534990001100e+04       2.412472725439e-03      -3.531225258256e+04       5.020382759298e-03       5.020382759298e-03 
       6.085441132253e-01       2.348367211911e-03      -3.525273912556e+04      -3.542946900065e+04       2.392430985024e-03      -3.539173060872e+04       4.978675483845e-03       4.978675483845e-03 
       6.117579841217e-01       2.328935637109e-03      -3.533125405644e+04      -3.550841975179e+04       2.372634801280e-03      -3.547059076868e+04       4.937479217204e-03       4.937479217204e-03 
       6.149718551091e-01       2.309755047974e-03      -3.540937452839e+04      -3.558697148728e+04       2.353094312835e-03      -3.554905273492e+04       4.896815071961e-03       4.896815071961e-03 
       6.181857261862e-01       2.290835397725e-03      -3.548733028015e+04      -3.566535115896e+04       2.333819659828e-03      -3.562734382366e+04       4.856704161141e-03       4.856704161141e-03 
       6.213995973515e-01       2.272180720606e-03      -3.556526510725e+04      -3.574370048418e+04       2.314814952301e-03      -3.570560603202e+04       4.817155044985e-03       4.817155044985e-03 
       6.246134686037e-01       2.253786422957e-03      -3.564318900112e+04      -3.582202819278e+04       2.296075510438e-03      -3.578384828242e+04       4.778157987265e-03       4.778157987265e-03 
       6.278273399415e-01       2.235641102756e-03      -3.572100027149e+04      -3.590023219668e+04       2.277589718248e-03      -3.586196857827e+04       4.739688813210e-03       4.739688813210e-03 
       6.310412113635e-01       2.217731636617e-03      -3.579856238366e+04      -3.597817641206e+04       2.259344206033e-03      -3.593983080599e+04       4.701719695424e-03       4.701719695424e-03 
       6.342550828684e-01       2.200048477060e-03      -3.587578926726e+04      -3.605577598333e+04       2.241329247072e-03      -3.601734994703e+04       4.664230385835e-03       4.664230385835e-03 
       6.374689544551e-01       2.182588107059e-03      -3.595268892865e+04      -3.613304073501e+04       2.223541258244e-03      -3.609453554184e+04       4.627213420634e-03       4.627213420634e-03 
       6.406828261222e-01       2.165351457558e-03      -3.602934216279e+04      -3.621005366097e+04       2.205981187855e-03      -3.617147021981e+04       4.590670765928e-03       4.590670765928e-03 
       6.438966978685e-01       2.148339498410e-03      -3.610583206442e+04      -3.628690017977e+04       2.188650023853e-03      -3.624823901501e+04       4.554604470446e-03       4.554604470446e-03 
       6.471105696930e-01       2.131548866824e-03      -3.618216975711e+04      -3.636359361792e+04       2.171544340249e-03      -3.632485490935e+04       4.519007397651e-03       4.519007397651e-03 
       6.503244415943e-01       2.114970256505e-03      -3.625826316105e+04      -3.644004377990e+04       2.154654656036e-03      -3.640122744236e+04       4.483859810940e-03       4.483859810940e-03 
       6.535383135715e-01       2.098590569553e-03      -3.633394942372e+04      -3.651608925122e+04       2.137967627473e-03      -3.647719502455e+04       4.449133936462e-03       4.449133936462e-03 
       6.567521856233e-01       2.082397566826e-03      -3.640907329879e+04      -3.659157572149e+04       2.121470785717e-03      -3.655260324608e+04       4.414803823007e-03       4.414803823007e-03 
       6.599660577486e-01       2.066384288637e-03      -3.648356616363e+04      -3.666643500125e+04       2.105157040482e-03      -3.662738387056e+04       4.380854714759e-03       4.380854714759e-03 
       6.631799299465e-01       2.050550644648e-03      -3.655747892715e+04      -3.674071795947e+04       2.089026299759e-03      -3.670158775817e+04       4.347286421989e-03       4.347286421989e-03 
       6.663938022158e-01       2.034901322521e-03      -3.663095009674e+04      -3.681456263591e+04       2.073083339222e-03      -3.677535298045e+04       4.314108886676e-03       4.314108886676e-03 
       6.696076745555e-01       2.019441286657e-03      -3.670412773597e+04      -3.688811625804e+04       2.057333216489e-03      -3.684882685096e+04       4.281332638493e-03       4.281332638493e-03 
       6.728215469646e-01       2.004171526844e-03      -3.677709132492e+04      -3.696145718351e+04       2.041776939986e-03      -3.692208787793e+04       4.248959780654e-03       4.248959780654e-03 
       6.760354194421e-01       1.989087440656e-03      -3.684981810217e+04      -3.703456135135e+04       2.026409820988e-03      -3.699511220843e+04       4.216980559848e-03       4.216980559848e-03 
       6.792492919870e-01       1.974180676439e-03      -3.692221261377e+04      -3.710733196679e+04       2.011223351178e-03      -3.706780328351e+04       4.185377273365e-03       4.185377273365e-03 
       6.824631645985e-01       1.959443190808e-03      -3.699418014522e+04      -3.717967307746e+04       1.996209336285e-03      -3.714006537041e+04       4.154132871509e-03       4.154132871509e-03 
       6.856770372754e-01       1.944870998489e-03      -3.706569859394e+04      -3.725156156879e+04       1.981363716295e-03      -3.721187551788e+04       4.123238907800e-03       4.123238907800e-03 
       6.888909100170e-01       1.930465378175e-03      -3.713684528013e+04      -3.732307405345e+04       1.966687793924e-03      -3.728331042551e+04       4.092698095497e-03       4.092698095497e-03 
       6.921047828223e-01       1.916230875941e-03      -3.720776271148e+04      -3.739435266167e+04       1.952186200575e-03      -3.735451224016e+04       4.062520074392e-03       4.062520074392e-03 
       6.953186556905e-01       1.902171306570e-03      -3.727858287471e+04      -3.746552931070e+04       1.937862822620e-03      -3.742561285110e+04       4.032712932820e-03       4.032712932820e-03 
       6.985325286206e-01       1.888286154147e-03      -3.734935514666e+04      -3.753665356855e+04       1.923717134455e-03      -3.749666178219e+04       4.003275576322e-03       4.003275576322e-03 
       7.017464016118e-01       1.874569470645e-03      -3.742002032244e+04      -3.760766663099e+04       1.909743076415e-03      -3.756760018453e+04       3.974195392569e-03       3.974195392569e-03 
       7.049602746633e-01       1.861011864049e-03      -3.749044587388e+04      -3.767843653719e+04       1.895931080216e-03      -3.763829604828e+04       3.945452466824e-03       3.945452466824e-03 
       7.081741477743e-01       1.847604336704e-03      -3.756050111755e+04      -3.774883329883e+04       1.882271979326e-03      -3.770861931580e+04       3.917027720240e-03       3.917027720240e-03 
       7.113880209439e-01       1.834341734348e-03      -3.763012860067e+04      -3.781880024168e+04       1.868760522735e-03      -3.777851320909e+04       3.888910222749e-03       3.888910222749e-03 
       7.146018941713e-01       1.821223811747e-03      -3.769936981987e+04      -3.788837966120e+04       1.855396460580e-03      -3.784801988765e+04       3.861099452620e-03       3.861099452620e-03 
       7.178157674559e-01       1.808253403214e-03      -3.776833147210e+04      -3.795767899229e+04       1.842182680344e-03      -3.791724664068e+04       3.833601417762e-03       3.833601417762e-03 
       7.210296407967e-01       1.795432911779e-03      -3.783711411563e+04      -3.802679938825e+04       1.829121630138e-03      -3.798629449975e+04       3.806421212153e-03       3.806421212153e-03 
       7.242435141931e-01       1.782761230575e-03      -3.790574610088e+04      -3.809576958715e+04       1.816212182318e-03      -3.805519213455e+04       3.779556488607e-03       3.779556488607e-03 
       7.274573876443e-01       1.770232937363e-03      -3.797416292573e+04      -3.816452524206e+04       1.803448812896e-03      -3.812387519303e+04       3.752995751019e-03       3.752995751019e-03 
       7.306712611496e-01       1.757840193145e-03      -3.804224435844e+04      -3.823294606385e+04       1.790823535779e-03      -3.819222343027e+04       3.726722379755e-03       3.726722379755e-03 
       7.338851347083e-01       1.745576141041e-03      -3.810988655772e+04      -3.830092799206e+04       1.778329365427e-03      -3.826013285026e+04       3.700721837885e-03       3.700721837885e-03 
       7.370990083197e-01       1.733437764299e-03      -3.817706611555e+04      -3.836844729812e+04       1.765963228496e-03      -3.832757978099e+04       3.674987730640e-03       3.674987730640e-03 
       7.403128819831e-01       1.721426535403e-03      -3.824385814863e+04      -3.843557872893e+04       1.753726625124e-03      -3.839463900458e+04       3.649523181510e-03       3.649523181510e-03 
       7.435267556977e-01       1.709546453207e-03      -3.831039643008e+04      -3.850245566548e+04       1.741623629227e-03      -3.846144392353e+04       3.624336670444e-03       3.624336670444e-03 
       7.467406294631e-01       1.697800718731e-03      -3.837680038687e+04      -3.856919713613e+04       1.729657501916e-03      -3.852811359285e+04       3.599434985739e-03       3.599434985739e-03 
       7.499545032784e-01       1.686188968967e-03      -3.844311100217e+04      -3.863584373234e+04       1.717827873388e-03      -3.859468865268e+04       3.574817359043e-03       3.574817359043e-03 
       7.531683771431e-01       1.674706642879e-03      -3.850927267667e+04      -3.870233949225e+04       1.706130097031e-03      -3.866111321368e+04       3.550474121080e-03       3.550474121080e-03 
       8.226868996190e-01       1.453515899286e-03      -3.987781912994e+04      -4.007773172934e+04       1.480789011107e-03      -4.003504274033e+04       3.081536271820e-03       3.081536271820e-03 
       9.231105183105e-01       1.206588040052e-03      -4.167818334881e+04      -4.188710985436e+04       1.229227886404e-03      -4.184249537497e+04       2.558034094839e-03       2.558034094839e-03 
       1.082536929442e+00       9.303652752873e-04      -4.419578639805e+04      -4.441734349176e+04       9.478221749878e-04      -4.437003245651e+04       1.972424806757e-03       1.972424806757e-03 
