# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:gr.fac. D_wCDM         6:gr.fac. D          
       5.674130187239e+03       1.991642461912e-05       7.212035054892e+01       8.789113613835e+01       1.762074114613e-04       1.182250561035e+03 
       5.634654720696e+03       2.017709811472e-05       7.257234051123e+01       8.678640471175e+01       1.774416726289e-04       1.196474475434e+03 
       5.595453728893e+03       2.044108980695e-05       7.302689999178e+01       8.569604601883e+01       1.786845828523e-04       1.210857937210e+03 
       5.556525303978e+03       2.070844041482e-05       7.348404099095e+01       8.461986799746e+01       1.799362027706e-04       1.225402555926e+03 
       5.517867551362e+03       2.097919113436e-05       7.394377554324e+01       8.355768119759e+01       1.811965934483e-04       1.240109954838e+03 
       5.479478589623e+03       2.125338364393e-05       7.440611571718e+01       8.250929874528e+01       1.824658163783e-04       1.254981770983e+03 
       5.441356550416e+03       2.153106010954e-05       7.487107361539e+01       8.147453630745e+01       1.837439334846e-04       1.270019655261e+03 
       5.403499578383e+03       2.181226319025e-05       7.533866137446e+01       8.045321205689e+01       1.850310071258e-04       1.285225272524e+03 
       5.365905831060e+03       2.209703604366e-05       7.580889116493e+01       7.944514663793e+01       1.863271000978e-04       1.300600301660e+03 
       5.328573478792e+03       2.238542233140e-05       7.628177519130e+01       7.845016313248e+01       1.876322756368e-04       1.316146435683e+03 
       5.291500704638e+03       2.267746622471e-05       7.675732569192e+01       7.746808702658e+01       1.889465974228e-04       1.331865381814e+03 
       5.254685704289e+03       2.297321241010e-05       7.723555493902e+01       7.649874617740e+01       1.902701295824e-04       1.347758861574e+03 
       5.218126685974e+03       2.327270609499e-05       7.771647523861e+01       7.554197078068e+01       1.916029366918e-04       1.363828610869e+03 
       5.181821870379e+03       2.357599301352e-05       7.820009893050e+01       7.459759333869e+01       1.929450837804e-04       1.380076380076e+03 
       5.145769490553e+03       2.388311943233e-05       7.868643838823e+01       7.366544862851e+01       1.942966363337e-04       1.396503934131e+03 
       5.109967791829e+03       2.419413215642e-05       7.917550601905e+01       7.274537367086e+01       1.956576602963e-04       1.413113052621e+03 
       5.074415031737e+03       2.450907853512e-05       7.966731426386e+01       7.183720769929e+01       1.970282220757e-04       1.429905529867e+03 
       5.039109479914e+03       2.482800646809e-05       8.016187559718e+01       7.094079212983e+01       1.984083885448e-04       1.446883175016e+03 
       5.004049418028e+03       2.515096441132e-05       8.065920252715e+01       7.005597053107e+01       1.997982270459e-04       1.464047812129e+03 
       4.969233139688e+03       2.547800138335e-05       8.115930759544e+01       6.918258859458e+01       2.011978053935e-04       1.481401280267e+03 
       4.934658950363e+03       2.580916697135e-05       8.166220337723e+01       6.832049410583e+01       2.026071918777e-04       1.498945433587e+03 
       4.900325167301e+03       2.614451133747e-05       8.216790248121e+01       6.746953691545e+01       2.040264552677e-04       1.516682141426e+03 
       4.866230119445e+03       2.648408522508e-05       8.267641754948e+01       6.662956891092e+01       2.054556648151e-04       1.534613288391e+03 
       4.832372147354e+03       2.682793996522e-05       8.318776125758e+01       6.580044398860e+01       2.068948902572e-04       1.552740774452e+03 
       4.798749603118e+03       2.717612748300e-05       8.370194631441e+01       6.498201802623e+01       2.083442018203e-04       1.571066515032e+03 
       4.765360850283e+03       2.752870030415e-05       8.421898546220e+01       6.417414885573e+01       2.098036702235e-04       1.589592441096e+03 
       4.732204263768e+03       2.788571156157e-05       8.473889147649e+01       6.337669623640e+01       2.112733666818e-04       1.608320499241e+03 
       4.699278229788e+03       2.824721500205e-05       8.526167716609e+01       6.258952182852e+01       2.127533629097e-04       1.627252651790e+03 
       4.666581145773e+03       2.861326499292e-05       8.578735537303e+01       6.181248916726e+01       2.142437311249e-04       1.646390876883e+03 
       4.634111420292e+03       2.898391652889e-05       8.631593897257e+01       6.104546363699e+01       2.157445440515e-04       1.665737168568e+03 
       4.601867472976e+03       2.935922523893e-05       8.684744087311e+01       6.028831244594e+01       2.172558749236e-04       1.685293536890e+03 
       4.569847734438e+03       2.973924739316e-05       8.738187401618e+01       5.954090460119e+01       2.187777974892e-04       1.705062007990e+03 
       4.538050646201e+03       3.012403990988e-05       8.791925137642e+01       5.880311088399e+01       2.203103860134e-04       1.725044624192e+03 
       4.506474660618e+03       3.051366036268e-05       8.845958596154e+01       5.807480382551e+01       2.218537152822e-04       1.745243444097e+03 
       4.475118240800e+03       3.090816698757e-05       8.900289081228e+01       5.735585768279e+01       2.234078606065e-04       1.765660542679e+03 
       4.443979860539e+03       3.130761869021e-05       8.954917900239e+01       5.664614841515e+01       2.249728978249e-04       1.786298011375e+03 
       4.413058004235e+03       3.171207505323e-05       9.009846363858e+01       5.594555366082e+01       2.265489033083e-04       1.807157958179e+03 
       4.382351166822e+03       3.212159634363e-05       9.065075786051e+01       5.525395271395e+01       2.281359539632e-04       1.828242507738e+03 
       4.351857853694e+03       3.253624352021e-05       9.120607484076e+01       5.457122650194e+01       2.297341272355e-04       1.849553801447e+03 
       4.321576580633e+03       3.295607824111e-05       9.176442778477e+01       5.389725756306e+01       2.313435011143e-04       1.871093997539e+03 
       4.291505873737e+03       3.338116287146e-05       9.232582993087e+01       5.323193002438e+01       2.329641541359e-04       1.892865271183e+03 
       4.261644269348e+03       3.381156049105e-05       9.289029455017e+01       5.257512958000e+01       2.345961653871e-04       1.914869814582e+03 
       4.231990313981e+03       3.424733490211e-05       9.345783494662e+01       5.192674346961e+01       2.362396145097e-04       1.937109837062e+03 
       4.202542564251e+03       3.468855063718e-05       9.402846445693e+01       5.128666045731e+01       2.378945817042e-04       1.959587565174e+03 
       4.173299586808e+03       3.513527296704e-05       9.460219645054e+01       5.065477081075e+01       2.395611477333e-04       1.982305242785e+03 
       4.144259958261e+03       3.558756790876e-05       9.517904432962e+01       5.003096628051e+01       2.412393939263e-04       2.005265131179e+03 
       4.115422265115e+03       3.604550223376e-05       9.575902152905e+01       4.941514007986e+01       2.429294021832e-04       2.028469509151e+03 
       4.086785103695e+03       3.650914347604e-05       9.634214151635e+01       4.880718686465e+01       2.446312549782e-04       2.051920673105e+03 
       4.058347080085e+03       3.697855994044e-05       9.692841779171e+01       4.820700271366e+01       2.463450353639e-04       2.075620937152e+03 
       4.030106810056e+03       3.745382071101e-05       9.751786388794e+01       4.761448510903e+01       2.480708269757e-04       2.099572633204e+03 
       4.002062918999e+03       3.793499565946e-05       9.811049337046e+01       4.702953291713e+01       2.498087140354e-04       2.123778111080e+03 
       3.974214041859e+03       3.842215545371e-05       9.870631983725e+01       4.645204636956e+01       2.515587813556e-04       2.148239738595e+03 
       3.946558823069e+03       3.891537156650e-05       9.930535691888e+01       4.588192704451e+01       2.533211143439e-04       2.172959901667e+03 
       3.919095916481e+03       3.941471628410e-05       9.990761827845e+01       4.531907784832e+01       2.550957990067e-04       2.197941004409e+03 
       3.891823985307e+03       3.992026271516e-05       1.005131176116e+02       4.476340299728e+01       2.568829219539e-04       2.223185469236e+03 
       3.864741702044e+03       4.043208479956e-05       1.011218686464e+02       4.421480799977e+01       2.586825704027e-04       2.248695736957e+03 
       3.837847748421e+03       4.095025731745e-05       1.017338851436e+02       4.367319963853e+01       2.604948321821e-04       2.274474266883e+03 
       3.811140815326e+03       4.147485589828e-05       1.023491808961e+02       4.313848595327e+01       2.623197957371e-04       2.300523536920e+03 
       3.784619602745e+03       4.200595703007e-05       1.029677697297e+02       4.261057622342e+01       2.641575501332e-04       2.326846043677e+03 
       3.758282819700e+03       4.254363806858e-05       1.035896655022e+02       4.208938095127e+01       2.660081850605e-04       2.353444302560e+03 
       3.732129184185e+03       4.308797724678e-05       1.042148821042e+02       4.157481184516e+01       2.678717908380e-04       2.380320847882e+03 
       3.706157423106e+03       4.363905368424e-05       1.048434334585e+02       4.106678180302e+01       2.697484584184e-04       2.407478232959e+03 
       3.680366272213e+03       4.419694739679e-05       1.054753335204e+02       4.056520489615e+01       2.716382793924e-04       2.434919030212e+03 
       3.654754476045e+03       4.476173930610e-05       1.061105962775e+02       4.006999635310e+01       2.735413459929e-04       2.462645831277e+03 
       3.629320787866e+03       4.533351124952e-05       1.067492357500e+02       3.958107254392e+01       2.754577510999e-04       2.490661247100e+03 
       3.604063969606e+03       4.591234598989e-05       1.073912659902e+02       3.909835096452e+01       2.773875882447e-04       2.518967908046e+03 
       3.578982791797e+03       4.649832722561e-05       1.080367010831e+02       3.862175022128e+01       2.793309516146e-04       2.547568463999e+03 
       3.554076033518e+03       4.709153960060e-05       1.086855551459e+02       3.815119001593e+01       2.812879360578e-04       2.576465584472e+03 
       3.529342482331e+03       4.769206871458e-05       1.093378423281e+02       3.768659113052e+01       2.832586370873e-04       2.605661958708e+03 
       3.504780934226e+03       4.830000113333e-05       1.099935768118e+02       3.722787541267e+01       2.852431508865e-04       2.635160295786e+03 
       3.480390193561e+03       4.891542439907e-05       1.106527728112e+02       3.677496576105e+01       2.872415743130e-04       2.664963324727e+03 
       3.456169073003e+03       4.953842704099e-05       1.113154445731e+02       3.632778611101e+01       2.892540049040e-04       2.695073794601e+03 
       3.432116393470e+03       5.016909858586e-05       1.119816063766e+02       3.588626142040e+01       2.912805408807e-04       2.725494474633e+03 
       3.408230984075e+03       5.080752956876e-05       1.126512725330e+02       3.545031765560e+01       2.933212811533e-04       2.756228154312e+03 
       3.384511682069e+03       5.145381154390e-05       1.133244573863e+02       3.501988177780e+01       2.953763253255e-04       2.787277643496e+03 
       3.360957332783e+03       5.210803709560e-05       1.140011753125e+02       3.459488172937e+01       2.974457737000e-04       2.818645772522e+03 
       3.337566789575e+03       5.277029984934e-05       1.146814407204e+02       3.417524642048e+01       2.995297272826e-04       2.850335392315e+03 
       3.314338913768e+03       5.344069448293e-05       1.153652680508e+02       3.376090571588e+01       3.016282877877e-04       2.882349374494e+03 
       3.291272574603e+03       5.411931673784e-05       1.160526717773e+02       3.335179042188e+01       3.037415576432e-04       2.914690611486e+03 
       3.268366649176e+03       5.480626343058e-05       1.167436664055e+02       3.294783227353e+01       3.058696399952e-04       2.947362016635e+03 
       3.245620022388e+03       5.550163246427e-05       1.174382664737e+02       3.254896392186e+01       3.080126387134e-04       2.980366524309e+03 
       3.223031586892e+03       5.620552284025e-05       1.181364865525e+02       3.215511892147e+01       3.101706583959e-04       3.013707090017e+03 
       3.200600243032e+03       5.691803466989e-05       1.188383412452e+02       3.176623171817e+01       3.123438043745e-04       3.047386690517e+03 
       3.178324898800e+03       5.763926918651e-05       1.195438451872e+02       3.138223763681e+01       3.145321827198e-04       3.081408323927e+03 
       3.156204469772e+03       5.836932875733e-05       1.202530130468e+02       3.100307286930e+01       3.167359002463e-04       3.115775009843e+03 
       3.134237879065e+03       5.910831689568e-05       1.209658595243e+02       3.062867446278e+01       3.189550645175e-04       3.150489789448e+03 
       3.112424057276e+03       5.985633827327e-05       1.216823993530e+02       3.025898030797e+01       3.211897838516e-04       3.185555725628e+03 
       3.090761942436e+03       6.061349873257e-05       1.224026472986e+02       2.989392912766e+01       3.234401673263e-04       3.220975903084e+03 
       3.069250479957e+03       6.137990529935e-05       1.231266181592e+02       2.953346046536e+01       3.257063247844e-04       3.256753428450e+03 
       3.047888622579e+03       6.215566619534e-05       1.238543267656e+02       2.917751467412e+01       3.279883668392e-04       3.292891430408e+03 
       3.026675330321e+03       6.294089085107e-05       1.245857879815e+02       2.882603290549e+01       3.302864048795e-04       3.329393059804e+03 
       3.005609570428e+03       6.373568991871e-05       1.253210167027e+02       2.847895709863e+01       3.326005510758e-04       3.366261489764e+03 
       2.984690317324e+03       6.454017528521e-05       1.260600278582e+02       2.813622996960e+01       3.349309183848e-04       3.403499915811e+03 
       2.963916552559e+03       6.535446008548e-05       1.268028364095e+02       2.779779500076e+01       3.372776205559e-04       3.441111555988e+03 
       2.943287264762e+03       6.617865871572e-05       1.275494573507e+02       2.746359643031e+01       3.396407721359e-04       3.479099650970e+03 
       2.922801449590e+03       6.701288684689e-05       1.282999057090e+02       2.713357924205e+01       3.420204884752e-04       3.517467464187e+03 
       2.902458109680e+03       6.785726143833e-05       1.290541965441e+02       2.680768915514e+01       3.444168857333e-04       3.556218281946e+03 
       2.882256254601e+03       6.871190075156e-05       1.298123449489e+02       2.648587261419e+01       3.468300808842e-04       3.595355413547e+03 
       2.862194900804e+03       6.957692436411e-05       1.305743660488e+02       2.616807677928e+01       3.492601917222e-04       3.634882191407e+03 
       2.842273071575e+03       7.045245318364e-05       1.313402750025e+02       2.585424951628e+01       3.517073368681e-04       3.674801971184e+03 
       2.822489796990e+03       7.133860946209e-05       1.321100870014e+02       2.554433938723e+01       3.541716357745e-04       3.715118131895e+03 
       2.802844113863e+03       7.223551681004e-05       1.328838172702e+02       2.523829564086e+01       3.566532087316e-04       3.755834076045e+03 
       2.783335065703e+03       7.314330021118e-05       1.336614810663e+02       2.493606820322e+01       3.591521768734e-04       3.796953229745e+03 
       2.763961702666e+03       7.406208603702e-05       1.344430936807e+02       2.463760766853e+01       3.616686621836e-04       3.838479042845e+03 
       2.744723081509e+03       7.499200206160e-05       1.352286704371e+02       2.434286529001e+01       3.642027875011e-04       3.880414989052e+03 
       2.725618265544e+03       7.593317747650e-05       1.360182266928e+02       2.405179297096e+01       3.667546765267e-04       3.922764566060e+03 
       2.706646324593e+03       7.688574290593e-05       1.368117778381e+02       2.376434325592e+01       3.693244538286e-04       3.965531295677e+03 
       2.687806334942e+03       7.784983042200e-05       1.376093392968e+02       2.348046932192e+01       3.719122448484e-04       4.008718723953e+03 
       2.669097379297e+03       7.882557356015e-05       1.384109265260e+02       2.320012496990e+01       3.745181759079e-04       4.052330421309e+03 
       2.650518546737e+03       7.981310733470e-05       1.392165550164e+02       2.292326461622e+01       3.771423742146e-04       4.096369982666e+03 
       2.632068932674e+03       8.081256825467e-05       1.400262402919e+02       2.264984328430e+01       3.797849678683e-04       4.140841027574e+03 
       2.613747638803e+03       8.182409433962e-05       1.408399979103e+02       2.237981659638e+01       3.824460858669e-04       4.185747200347e+03 
       2.595553773066e+03       8.284782513578e-05       1.416578434629e+02       2.211314076533e+01       3.851258581135e-04       4.231092170190e+03 
       2.577486449602e+03       8.388390173228e-05       1.424797925747e+02       2.184977258669e+01       3.878244154217e-04       4.276879631338e+03 
       2.559544788705e+03       8.493246677756e-05       1.433058609045e+02       2.158966943070e+01       3.905418895231e-04       4.323113303183e+03 
       2.541727916786e+03       8.599366449597e-05       1.441360641450e+02       2.133278923454e+01       3.932784130727e-04       4.369796930414e+03 
       2.524034966323e+03       8.706764070456e-05       1.449704180226e+02       2.107909049459e+01       3.960341196561e-04       4.416934283148e+03 
       2.506465075827e+03       8.815454282995e-05       1.458089382978e+02       2.082853225885e+01       3.988091437958e-04       4.464529157072e+03 
       2.489017389793e+03       8.925451992552e-05       1.466516407654e+02       2.058107411945e+01       4.016036209577e-04       4.512585373573e+03 
       2.471691058661e+03       9.036772268865e-05       1.474985412541e+02       2.033667620528e+01       4.044176875576e-04       4.561106779883e+03 
       2.454485238777e+03       9.149430347822e-05       1.483496556267e+02       2.009529917467e+01       4.072514809682e-04       4.610097249215e+03 
       2.437399092350e+03       9.263441633228e-05       1.492049997807e+02       1.985690420822e+01       4.101051395256e-04       4.659560680900e+03 
       2.420431787409e+03       9.378821698587e-05       1.500645896477e+02       1.962145300172e+01       4.129788025361e-04       4.709501000536e+03 
       2.403582497766e+03       9.495586288904e-05       1.509284411937e+02       1.938890775916e+01       4.158726102830e-04       4.759922160121e+03 
       2.386850402975e+03       9.613751322512e-05       1.517965704197e+02       1.915923118583e+01       4.187867040333e-04       4.810828138203e+03 
       2.370234688290e+03       9.733332892908e-05       1.526689933608e+02       1.893238648150e+01       4.217212260449e-04       4.862222940019e+03 
       2.353734544630e+03       9.854347270613e-05       1.535457260872e+02       1.870833733376e+01       4.246763195733e-04       4.914110597642e+03 
       2.337349168534e+03       9.976810905056e-05       1.544267847040e+02       1.848704791136e+01       4.276521288786e-04       4.966495170129e+03 
       2.321077762126e+03       1.010074042647e-04       1.553121853508e+02       1.826848285773e+01       4.306487992329e-04       5.019380743664e+03 
       2.304919533073e+03       1.022615264781e-04       1.562019442028e+02       1.805260728451e+01       4.336664769268e-04       5.072771431708e+03 
       2.288873694551e+03       1.035306456670e-04       1.570960774699e+02       1.783938676522e+01       4.367053092770e-04       5.126671375150e+03 
       2.272939465201e+03       1.048149336737e-04       1.579946013975e+02       1.762878732899e+01       4.397654446334e-04       5.181084742451e+03 
       2.257116069097e+03       1.061145642268e-04       1.588975322662e+02       1.742077545441e+01       4.428470323862e-04       5.236015729805e+03 
       2.241402735703e+03       1.074297129608e-04       1.598048863920e+02       1.721531806343e+01       4.459502229734e-04       5.291468561281e+03 
       2.225798699839e+03       1.087605574363e-04       1.607166801266e+02       1.701238251536e+01       4.490751678879e-04       5.347447488985e+03 
       2.210303201641e+03       1.101072771608e-04       1.616329298574e+02       1.681193660092e+01       4.522220196851e-04       5.403956793209e+03 
       2.194915486528e+03       1.114700536091e-04       1.625536520073e+02       1.661394853645e+01       4.553909319903e-04       5.461000782589e+03 
       2.179634805160e+03       1.128490702442e-04       1.634788630354e+02       1.641838695810e+01       4.585820595062e-04       5.518583794263e+03 
       2.164460413408e+03       1.142445125382e-04       1.644085794366e+02       1.622522091620e+01       4.617955580205e-04       5.576710194025e+03 
       2.149391572311e+03       1.156565679939e-04       1.653428177420e+02       1.603441986959e+01       4.650315844132e-04       5.635384376490e+03 
       2.134427548045e+03       1.170854261663e-04       1.662815945190e+02       1.584595368015e+01       4.682902966647e-04       5.694610765250e+03 
       2.119567611885e+03       1.185312786841e-04       1.672249263713e+02       1.565979260734e+01       4.715718538634e-04       5.754393813038e+03 
       2.104811040171e+03       1.199943192717e-04       1.681728299390e+02       1.547590730280e+01       4.748764162133e-04       5.814738001890e+03 
       2.090157114272e+03       1.214747437718e-04       1.691253218991e+02       1.529426880505e+01       4.782041450417e-04       5.875647843309e+03 
       2.075605120550e+03       1.229727501674e-04       1.700824189651e+02       1.511484853429e+01       4.815552028077e-04       5.937127878432e+03 
       2.061154350327e+03       1.244885386047e-04       1.710441378875e+02       1.493761828721e+01       4.849297531093e-04       5.999182678195e+03 
       2.046804099850e+03       1.260223114158e-04       1.720104954537e+02       1.476255023193e+01       4.883279606922e-04       6.061816843502e+03 
       2.032553670256e+03       1.275742731423e-04       1.729815084882e+02       1.458961690295e+01       4.917499914572e-04       6.125035005394e+03 
       2.018402367540e+03       1.291446305581e-04       1.739571938531e+02       1.441879119623e+01       4.951960124687e-04       6.188841825220e+03 
       2.004349502519e+03       1.307335926936e-04       1.749375684477e+02       1.425004636429e+01       4.986661919625e-04       6.253241994807e+03 
       1.990394390799e+03       1.323413708591e-04       1.759226492087e+02       1.408335601141e+01       5.021606993545e-04       6.318240236639e+03 
       1.976536352744e+03       1.339681786694e-04       1.769124531109e+02       1.391869408887e+01       5.056797052484e-04       6.383841304024e+03 
       1.962774713439e+03       1.356142320677e-04       1.779069971666e+02       1.375603489027e+01       5.092233814448e-04       6.450049981277e+03 
       1.949108802660e+03       1.372797493508e-04       1.789062984263e+02       1.359535304693e+01       5.127919009485e-04       6.516871083892e+03 
       1.935537954841e+03       1.389649511935e-04       1.799103739785e+02       1.343662352330e+01       5.163854379782e-04       6.584309458726e+03 
       1.922061509040e+03       1.406700606742e-04       1.809192409502e+02       1.327982161247e+01       5.200041679738e-04       6.652369984175e+03 
       1.908678808912e+03       1.423953032999e-04       1.819329165067e+02       1.312492293180e+01       5.236482676059e-04       6.721057570360e+03 
       1.895389202668e+03       1.441409070324e-04       1.829514178520e+02       1.297190341844e+01       5.273179147840e-04       6.790377159306e+03 
       1.882192043051e+03       1.459071023138e-04       1.839747622287e+02       1.282073932513e+01       5.310132886652e-04       6.860333725129e+03 
       1.869086687304e+03       1.476941220929e-04       1.850029669186e+02       1.267140721588e+01       5.347345696631e-04       6.930932274225e+03 
       1.856072497133e+03       1.495022018521e-04       1.860360492423e+02       1.252388396178e+01       5.384819394563e-04       7.002177845453e+03 
       1.843148838683e+03       1.513315796334e-04       1.870740265598e+02       1.237814673689e+01       5.422555809977e-04       7.074075510325e+03 
       1.830315082503e+03       1.531824960663e-04       1.881169162706e+02       1.223417301415e+01       5.460556785231e-04       7.146630373202e+03 
       1.817570603514e+03       1.550551943946e-04       1.891647358137e+02       1.209194056136e+01       5.498824175604e-04       7.219847571480e+03 
       1.804914780985e+03       1.569499205044e-04       1.902175026678e+02       1.195142743717e+01       5.537359849385e-04       7.293732275788e+03 
       1.792346998496e+03       1.588669229519e-04       1.912752343516e+02       1.181261198725e+01       5.576165687965e-04       7.368289690182e+03 
       1.779866643912e+03       1.608064529915e-04       1.923379484239e+02       1.167547284033e+01       5.615243585929e-04       7.443525052343e+03 
       1.767473109351e+03       1.627687646045e-04       1.934056624838e+02       1.153998890448e+01       5.654595451148e-04       7.519443633777e+03 
       1.755165791156e+03       1.647541145280e-04       1.944783941708e+02       1.140613936328e+01       5.694223204873e-04       7.596050740012e+03 
       1.742944089865e+03       1.667627622838e-04       1.955561611651e+02       1.127390367218e+01       5.734128781827e-04       7.673351710805e+03 
       1.730807410183e+03       1.687949702082e-04       1.966389811877e+02       1.114326155479e+01       5.774314130302e-04       7.751351920341e+03 
       1.718755160951e+03       1.708510034812e-04       1.977268720006e+02       1.101419299932e+01       5.814781212253e-04       7.830056777443e+03 
       1.706786755118e+03       1.729311301572e-04       1.988198514070e+02       1.088667825500e+01       5.855532003392e-04       7.909471725776e+03 
       1.694901609713e+03       1.750356211948e-04       1.999179372515e+02       1.076069782858e+01       5.896568493289e-04       7.989602244058e+03 
       1.683099145817e+03       1.771647504879e-04       2.010211474203e+02       1.063623248087e+01       5.937892685463e-04       8.070453846271e+03 
       1.671378788533e+03       1.793187948967e-04       2.021294998414e+02       1.051326322334e+01       5.979506597485e-04       8.152032081872e+03 
       1.659739966961e+03       1.814980342788e-04       2.032430124845e+02       1.039177131473e+01       6.021412261075e-04       8.234342536008e+03 
       1.648182114167e+03       1.837027515209e-04       2.043617033618e+02       1.027173825777e+01       6.063611722199e-04       8.317390829733e+03 
       1.636704667158e+03       1.859332325711e-04       2.054855905277e+02       1.015314579588e+01       6.106107041172e-04       8.401182620225e+03 
       1.625307066852e+03       1.881897664711e-04       2.066146920791e+02       1.003597590993e+01       6.148900292757e-04       8.485723601007e+03 
       1.613988758055e+03       1.904726453888e-04       2.077490261558e+02       9.920210815098e+00       6.191993566268e-04       8.571019502168e+03 
       1.602749189428e+03       1.927821646512e-04       2.088886109406e+02       9.805832957692e+00       6.235388965667e-04       8.657076090585e+03 
       1.591587813467e+03       1.951186227783e-04       2.100334646592e+02       9.692825012069e+00       6.279088609674e-04       8.743899170151e+03 
       1.580504086470e+03       1.974823215162e-04       2.111836055810e+02       9.581169877575e+00       6.323094631866e-04       8.831494582002e+03 
       1.569497468515e+03       1.998735658718e-04       2.123390520189e+02       9.470850675535e+00       6.367409180780e-04       8.919868204745e+03 
       1.558567423434e+03       2.022926641466e-04       2.134998223294e+02       9.361850746275e+00       6.412034420022e-04       9.009025954690e+03 
       1.547713418781e+03       2.047399279721e-04       2.146659349133e+02       9.254153646196e+00       6.456972528370e-04       9.098973786084e+03 
       1.536934925814e+03       2.072156723445e-04       2.158374082156e+02       9.147743144878e+00       6.502225699881e-04       9.189717691343e+03 
       1.526231419464e+03       2.097202156606e-04       2.170142607255e+02       9.042603222230e+00       6.547796143997e-04       9.281263701296e+03 
       1.515602378311e+03       2.122538797534e-04       2.181965109773e+02       8.938718065677e+00       6.593686085656e-04       9.373617885414e+03 
       1.505047284559e+03       2.148169899288e-04       2.193841775499e+02       8.836072067382e+00       6.639897765396e-04       9.466786352063e+03 
       1.494565624011e+03       2.174098750019e-04       2.205772790673e+02       8.734649821511e+00       6.686433439469e-04       9.560775248737e+03 
       1.484156886043e+03       2.200328673340e-04       2.217758341991e+02       8.634436121535e+00       6.733295379949e-04       9.655590762310e+03 
       1.473820563580e+03       2.226863028707e-04       2.229798616603e+02       8.535415957564e+00       6.780485874841e-04       9.751239119280e+03 
       1.463556153070e+03       2.253705211789e-04       2.241893802118e+02       8.437574513721e+00       6.828007228197e-04       9.847726586022e+03 
       1.453363154461e+03       2.280858654856e-04       2.254044086604e+02       8.340897165553e+00       6.875861760225e-04       9.945059469034e+03 
       1.443241071179e+03       2.308326827165e-04       2.266249658594e+02       8.245369477476e+00       6.924051807405e-04       1.004324411520e+04 
       1.433189410096e+03       2.336113235348e-04       2.278510707084e+02       8.150977200249e+00       6.972579722600e-04       1.014228691203e+04 
       1.423207681516e+03       2.364221423808e-04       2.290827421539e+02       8.057706268496e+00       7.021447875174e-04       1.024219428794e+04 
       1.413295399143e+03       2.392654975118e-04       2.303199991894e+02       7.965542798247e+00       7.070658651105e-04       1.034297271250e+04 
       1.403452080062e+03       2.421417510427e-04       2.315628608556e+02       7.874473084524e+00       7.120214453103e-04       1.044462869668e+04 
       1.393677244714e+03       2.450512689860e-04       2.328113462405e+02       7.784483598950e+00       7.170117700727e-04       1.054716879317e+04 
       1.383970416873e+03       2.479944212936e-04       2.340654744802e+02       7.695560987400e+00       7.220370830504e-04       1.065059959657e+04 
       1.374331123624e+03       2.509715818981e-04       2.353252647586e+02       7.607692067680e+00       7.270976296047e-04       1.075492774371e+04 
       1.364758895335e+03       2.539831287551e-04       2.365907363076e+02       7.520863827234e+00       7.321936568173e-04       1.086015991393e+04 
       1.355253265642e+03       2.570294438853e-04       2.378619084079e+02       7.435063420885e+00       7.373254135028e-04       1.096630282932e+04 
       1.345813771420e+03       2.601109134175e-04       2.391388003888e+02       7.350278168614e+00       7.424931502205e-04       1.107336325500e+04 
       1.336439952762e+03       2.632279276323e-04       2.404214316285e+02       7.266495553355e+00       7.476971192867e-04       1.118134799943e+04 
       1.327131352960e+03       2.663808810054e-04       2.417098215547e+02       7.183703218832e+00       7.529375747872e-04       1.129026391466e+04 
       1.317887518479e+03       2.695701722525e-04       2.430039896442e+02       7.101888967418e+00       7.582147725894e-04       1.140011789663e+04 
       1.308707998934e+03       2.727962043736e-04       2.443039554240e+02       7.021040758029e+00       7.635289703551e-04       1.151091688544e+04 
       1.299592347073e+03       2.760593846982e-04       2.456097384708e+02       6.941146704045e+00       7.688804275528e-04       1.162266786566e+04 
       1.290540118751e+03       2.793601249313e-04       2.469213584116e+02       6.862195071252e+00       7.742694054707e-04       1.173537786661e+04 
       1.281550872910e+03       2.826988411996e-04       2.482388349242e+02       6.784174275824e+00       7.796961672291e-04       1.184905396264e+04 
       1.272624171557e+03       2.860759540977e-04       2.495621877370e+02       6.707072882326e+00       7.851609777934e-04       1.196370327343e+04 
       1.263759579745e+03       2.894918887358e-04       2.508914366296e+02       6.630879601741e+00       7.906641039872e-04       1.207933296434e+04 
       1.254956665548e+03       2.929470747872e-04       2.522266014327e+02       6.555583289532e+00       7.962058145051e-04       1.219595024661e+04 
       1.246215000041e+03       2.964419465361e-04       2.535677020290e+02       6.481172943723e+00       8.017863799259e-04       1.231356237777e+04 
       1.237534157284e+03       2.999769429269e-04       2.549147583530e+02       6.407637703011e+00       8.074060727258e-04       1.243217666186e+04 
       1.228913714293e+03       3.035525076130e-04       2.562677903911e+02       6.334966844900e+00       8.130651672918e-04       1.255180044979e+04 
       1.220353251027e+03       3.071690890064e-04       2.576268181825e+02       6.263149783862e+00       8.187639399348e-04       1.267244113963e+04 
       1.211852350363e+03       3.108271403283e-04       2.589918618191e+02       6.192176069527e+00       8.245026689034e-04       1.279410617693e+04 
       1.203410598076e+03       3.145271196594e-04       2.603629414456e+02       6.122035384888e+00       8.302816343977e-04       1.291680305504e+04 
